,tahun,bulan,jenis,kode_trayek,trayek,jumlah_penumpang
1366,2021,11,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,63835
1367,2021,11,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,106263
1368,2021,11,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,55555
1369,2021,11,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,75946
1370,2021,11,Mikrotrans,JAK.43,Tongtek - Cililitan,104411
1371,2021,11,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,84595
1372,2021,11,Mikrotrans,JAK.41,Kampung Melayu - Ppulo Gadung,52250
1373,2021,11,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,47573
1374,2021,11,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,70372
1375,2021,11,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,52938
1376,2021,11,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,69292
1377,2021,11,Mikrotrans,JAK.36,Cilangkap - Cililitan,80759
1378,2021,11,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,34484
1379,2021,11,Mikrotrans,JAK.34,Rawamangun - Klender,71939
1380,2021,11,Mikrotrans,JAK.33,Pulo Gadung - Kota,64400
1381,2021,11,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,90627
1382,2021,11,Mikrotrans,JAK.31,Blok M - Andara,73900
1383,2021,11,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,160715
1384,2021,11,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,137509
1385,2021,11,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,75895
1386,2021,11,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,59685
1387,2021,11,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,48931
1388,2021,11,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,57999
1389,2021,11,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,94793
1390,2021,11,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,21124
1391,2021,11,Mikrotrans,JAK.21,Cililitan - Dwikora,77867
1392,2021,11,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,63118
1393,2021,11,Mikrotrans,"JAK,19",Pinang Ranti - Kampung Rambutan,109711
1394,2021,11,Mikrotrans,JAK.18,Kalibata - Kuningan,41370
1395,2021,11,Mikrotrans,JAK.17,Senen - Pulo Gadung ,59969
1396,2021,11,Mikrotrans,JAK.16,Cililitan - Condet via Kayu Manis,96991
1397,2021,11,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,146160
1398,2021,11,Mikrotrans,JAK.14,Tanah Abang - Meruya,115672
1399,2021,11,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,22307
1400,2021,11,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,80723
1401,2021,11,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,103410
1402,2021,11,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,78124
1403,2021,11,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama ,88319
1404,2021,11,Mikrotrans,JAK.10B,Gondangdia - Cikini via Kramat Raya,4008
1405,2021,11,Mikrotrans,JAK.10A,Gondangdia - Cikini via Salemba Raya,30703
1406,2021,11,Mikrotrans,JAK.10,Tanah Abang - Kota ,59213
1407,2021,11,Mikrotrans,JAK.09,Roxy Mas - Karet,31253
1408,2021,11,Mikrotrans,JAK.08,Roxy - Benhil,48046
1409,2021,11,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,66471
1410,2021,11,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,73113
1411,2021,11,Mikrotrans,JAK.05,Semper - Rorotan,73362
1412,2021,11,Mikrotrans,JAK.04,Grogol - Tubagus Angke,55910
1413,2021,11,Mikrotrans,JAK.03,Lebak Bulus - Andara,41216
1414,2021,11,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,56746
1415,2021,11,Mikrotrans,JAK.01,Tanjung Priok - Plumpang,71927
1416,2021,11,BRT,9,Pinang Ranti - Pluit,805724
1417,2021,11,BRT,8,Lebak Bulus - Harmoni,512842
1418,2021,11,BRT,7,Kampung Rambutan - Kampung Melayu,420738
1419,2021,11,BRT,6,Ragunan - Dukuh Atas 2,435539
1420,2021,11,BRT,5,Kampung Melayu - Ancol,487576
1421,2021,11,BRT,4,Pulo Gadung 2 - Tosari,321515
1422,2021,11,BRT,3,Kalideres - Pasar Baru,527539
1423,2021,11,BRT,2,Pulo Gadung 1 - Harmoni,374586
1424,2021,11,BRT,13,Ciledug - Tendean,305567
1425,2021,11,BRT,12,Penjaringan - Sunter Bouleverd Barat,163317
1426,2021,11,BRT,11,Pulo Gebang - Kampung Melayu,148930
1427,2021,11,BRT,10,Tanjung Priok - PGC 2,421487
1428,2021,11,BRT,1,Blok M - Kota,1073929
1429,2021,11,Angkutan Umum Integrasi,9H,Cipedak - Blok M,20159
1430,2021,11,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,22996
1431,2021,11,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,87210
1432,2021,11,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,9463
1433,2021,11,Angkutan Umum Integrasi,8E,Bintaro - Blok M,19613
1434,2021,11,Angkutan Umum Integrasi,8D,Joglo - Blok M,27154
1435,2021,11,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,0
1436,2021,11,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,32337
1437,2021,11,Angkutan Umum Integrasi,7D,Pancoran - TMII,27221
1438,2021,11,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,87269
1439,2021,11,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,88324
1440,2021,11,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,0
1441,2021,11,Angkutan Umum Integrasi,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,608
1442,2021,11,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,31447
1443,2021,11,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,24756
1444,2021,11,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,24583
1445,2021,11,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,118725
1446,2021,11,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,95933
1447,2021,11,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,18105
1448,2021,11,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,8999
1449,2021,11,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,43945
1450,2021,11,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,46314
1451,2021,11,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,901
1452,2021,11,Angkutan Umum Integrasi,3E ,Sentraland Cengkareng - Puri Kembangan,27894
1453,2021,11,Angkutan Umum Integrasi,2Q,Gondangdia - Balai Kota,11567
1454,2021,11,Angkutan Umum Integrasi,2P,Gondangdia - Senen,4653
1455,2021,11,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,8995
1456,2021,11,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,29556
1457,2021,11,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,13565
1458,2021,11,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,14060
1459,2021,11,Angkutan Umum Integrasi,1M,Meruya - Blok M,22326
1460,2021,11,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,50329
1461,2021,11,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,0
1462,2021,11,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,78905
1463,2021,11,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,16241
1464,2021,11,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,40391
1465,2021,11,Angkutan Umum Integrasi,1A,PIK - Balai Kota,82972
1466,2021,11,Angkutan Umum Integrasi,12A,Pelabuhan Kaliadem - Kota,1463
1467,2021,11,Angkutan Umum Integrasi,12B,Pluit - Senen,10187
1468,2021,11,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,11353
1469,2021,11,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,59155
1470,2021,11,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,34498
1471,2021,11,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,4
1472,2021,11,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,3
